Make,Model,Year,Price,Mileage,Body Type,Cylinders,Transmission,Fuel Type,Color,Car Age,Mileage Per Year,Log Price,Transmission Encoded,Fuel Type_Diesel,Fuel Type_Electric,Fuel Type_Gasoline,Fuel Type_Hybrid,Body Type_Coupe,Body Type_Crossover,Body Type_Hard Top Convertible,Body Type_Hatchback,Body Type_Other,Body Type_Pick Up Truck,Body Type_SUV,Body Type_Sedan,Body Type_Soft Top Convertible,Body Type_Sports Car,Body Type_Utility Truck,Body Type_Van,Body Type_Wagon,Make Encoded,Model Encoded,Color Encoded,Year zscore scaled,Mileage zscore scaled,Price zscore scaled,Cylinders zscore scaled,Car Age zscore scaled,Mileage Per Year zscore scaled
nissan,altima,2010,38039.0,283826,Sedan,4,Automatic Transmission,Gasoline,Black,15,18921.733333333334,10.546393516659327,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,95783.9718918919,46364.504504504504,295369.32502351835,-0.7724310488265261,1.5376159606449313,-0.43994869364603606,-1.1557246904277823,0.7724310488265249,-0.2157662522653638
audi,a7,2024,50236.0,299407,Sedan,6,Automatic Transmission,Gasoline,Gold,1,299407.0,10.82450708598337,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,190098.48362720403,88274.18181818182,185866.51260504202,1.6453016205464281,1.7238185533905013,-0.41405018710606534,-0.11307532380972793,-1.6453016205464293,6.584787691738212
toyota,tundra,2009,170067.0,260580,Pick Up Truck,8,Automatic Transmission,Gasoline,Black,16,16286.25,12.043953636053725,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111815.73908174693,139255.875,295369.32502351835,-0.9451262394960228,1.2598118741958253,-0.159606968512048,0.9295740428083263,0.9451262394960216,-0.27966531830135416
ferrari,488-gtb,2013,651329.0,260310,Sports Car,8,Automatic Transmission,Gasoline,Orange,12,21692.5,13.386771705196393,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1225834.0894308942,755833.625,536212.1578947369,-0.25434547681803593,1.256585207098636,0.862280959211112,0.9295740428083263,0.2543454768180347,-0.14858715082148413
mitsubishi,l200,2022,60891.0,51594,Other,4,Manual Transmission,Diesel,Grey,3,17198.0,11.016857082179145,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48964.87372013652,51325.17391304348,259363.79265493498,1.2999112392074346,-1.2377001627418358,-0.3914258870992286,-1.1557246904277823,-1.299911239207436,-0.257559326310645
nissan,pathfinder,2009,56957.0,62601,SUV,6,Automatic Transmission,Gasoline,Brown,16,3912.5625,10.950069433109853,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,95783.9718918919,48094.2131147541,88297.27234042554,-0.9451262394960228,-1.1061597007464254,-0.39977914812474674,-0.11307532380972793,0.9451262394960216,-0.5796736942492985
hyundai,h1,2009,23706.0,244047,Van,4,Automatic Transmission,Gasoline,White,16,15252.9375,10.073525642163233,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,54998.52558139535,37712.933333333334,190510.7618479881,-0.9451262394960228,1.062232292277944,-0.4703826769400756,-1.1557246904277823,0.9451262394960216,-0.30471867486718873
mercedes-benz,g-class,2011,1090726.0,291792,SUV,8,Automatic Transmission,Gasoline,White,14,20842.285714285714,13.9023550043551,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,372082.4993270525,900353.9221789883,190510.7618479881,-0.5997358581570293,1.6328145906308893,1.795274816564847,0.9295740428083263,0.5997358581570281,-0.16920116803057272
mercedes-benz,slk-class,2017,142204.0,253123,Coupe,4,Automatic Transmission,Gasoline,White,8,31640.375,11.865024957477141,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,372082.4993270525,51526.117647058825,190510.7618479881,0.436435285859951,1.1706961092190127,-0.21876988461627067,-1.1557246904277823,-0.4364352858599522,0.09260576946870072
lincoln,aviator,2022,207028.0,165187,SUV,6,Automatic Transmission,Gasoline,Silver,3,55062.333333333336,12.24061415905325,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,128042.03389830509,262925.0,148198.60392609698,1.2999112392074346,0.11980648752114696,-0.08112580919222696,-0.11307532380972793,-1.299911239207436,0.660486902809409
maserati,quattroporte,2010,108887.0,167508,Sedan,6,Automatic Transmission,Gasoline,Grey,15,11167.2,11.59807511001191,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,247523.4827586207,151371.8064516129,259363.79265493498,-0.7724310488265261,0.14754387393809504,-0.28951355456725897,-0.11307532380972793,0.7724310488265249,-0.40378012861124146
chrysler,pt-cruiser,2014,14206.0,16579,Sports Car,4,Automatic Transmission,Gasoline,Blue,11,1507.1818181818182,9.561490079872078,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,41853.6875,12986.5,304107.44606413995,-0.08165028614853918,-1.6561510827717527,-0.4905545070728723,-1.1557246904277823,0.08165028614853796,-0.6379937667328512
bmw,z4,2023,77750.0,111229,Hard Top Convertible,4,Automatic Transmission,Gasoline,Grey,2,55614.5,11.261266691695104,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,163608.4369627507,119026.26666666666,259363.79265493498,1.4726064298769315,-0.5250250059237839,-0.3556283203404054,-1.1557246904277823,-1.4726064298769326,0.6738745550286246
mercedes-benz,s-class,2006,1026039.0,10014,Sedan,8,Automatic Transmission,Gasoline,White,19,527.0526315789474,13.841217290307679,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,372082.4993270525,361820.0520833333,190510.7618479881,-1.463211811504513,-1.7346068957089626,1.6579216401648238,0.9295740428083263,1.4632118115045119,-0.6617576580944124
maserati,quattroporte,2016,92931.0,270762,Sedan,6,Automatic Transmission,Gasoline,Silver,9,30084.666666666668,11.439623321895178,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,247523.4827586207,151371.8064516129,148198.60392609698,0.26374009519045427,1.381493075616491,-0.32339373578819625,-0.11307532380972793,-0.2637400951904555,0.05488657456160321
chevrolet,traverse,2021,31273.0,32023,SUV,6,Automatic Transmission,Gasoline,Grey,4,8005.75,10.350542360403455,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,91526.95709570957,60898.6,259363.79265493498,1.1272160485379379,-1.4715857248125344,-0.45431528340166794,-0.11307532380972793,-1.1272160485379392,-0.4804316102443948
toyota,land-cruiser,2014,52773.0,139125,SUV,8,Automatic Transmission,Gasoline,Black,11,12647.727272727272,10.873773924171296,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,111815.73908174693,215644.51442307694,295369.32502351835,-0.08165028614853918,-0.19165054168975387,-0.4086632467853385,0.9295740428083263,0.08165028614853796,-0.3678837490851263
bmw,x7,2022,446007.0,94250,SUV,8,Automatic Transmission,Gasoline,White,3,31416.666666666668,13.008092168061061,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,163608.4369627507,434050.6153846154,190510.7618479881,1.2999112392074346,-0.7279345638614666,0.42631037957678664,0.9295740428083263,-1.299911239207436,0.08718181046138344
mclaren,other,2011,1238467.0,268817,Sports Car,8,Automatic Transmission,Gasoline,Blue,14,19201.214285714286,14.029385689870848,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2145859.5135135134,521035.0202020202,304107.44606413995,-0.5997358581570293,1.3582491218978507,2.108980748738481,0.9295740428083263,0.5997358581570281,-0.20899004859671658
mercedes-benz,s-class,2012,191489.0,179095,Sedan,8,Automatic Transmission,Gasoline,Black,13,13776.538461538461,12.162590866918213,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,372082.4993270525,361820.0520833333,295369.32502351835,-0.4270406674875326,0.28601569488302286,-0.11412055323786154,0.9295740428083263,0.4270406674875314,-0.3405149625768915
bentley,continental-gt,2017,207682.0,84300,Sports Car,8,Automatic Transmission,Gasoline,Black,8,10537.5,12.243768157693992,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,560115.9420289855,600727.0222222222,295369.32502351835,0.436435285859951,-0.8468432217023254,-0.07973713793887444,0.9295740428083263,-0.4364352858599522,-0.4190476286458448
cadillac,ats,2019,46459.0,140345,Sedan,6,Automatic Transmission,Gasoline,Silver,6,23390.833333333332,10.7463470063244,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,212005.60544217686,56141.454545454544,148198.60392609698,0.7818256671989444,-0.17707078665801038,-0.4220700820967573,-0.11307532380972793,-0.7818256671989456,-0.10740991686017778
mercedes-benz,g-class,2021,764754.0,175852,SUV,8,Automatic Transmission,Gasoline,Black,4,43963.0,13.547310800076119,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,372082.4993270525,900353.9221789883,295369.32502351835,1.1272160485379379,0.2472598378601178,1.1031219942440034,0.9295740428083263,-1.1272160485379392,0.39137610075963863
mercedes-benz,s-class,2009,754715.0,173714,Sedan,6,Automatic Transmission,Gasoline,Grey,16,10857.125,13.534096798525244,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,372082.4993270525,361820.0520833333,259363.79265493498,-0.9451262394960228,0.22170941469793123,1.081805678169988,-0.11307532380972793,0.9451262394960216,-0.4112981055418904
mercedes-benz,amg-gt-4-doors,2006,375685.0,226920,Sedan,6,Automatic Transmission,Gasoline,Grey,19,11943.157894736842,12.83650896709346,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,372082.4993270525,489277.1666666667,259363.79265493498,-1.463211811504513,0.8575540427462465,0.2769921228822044,-0.11307532380972793,1.4632118115045119,-0.384966507546059
hyundai,sonata,2018,20686.0,19167,Sedan,4,Automatic Transmission,Gasoline,Silver,7,2738.1428571428573,9.93726076264305,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,54998.52558139535,45771.260869565216,148198.60392609698,0.6091304765294477,-1.625222881114251,-0.47679519557176464,-1.1557246904277823,-0.609130476529449,-0.6081482884020064
jaguar,xf,2016,106807.0,298422,Sedan,4,Automatic Transmission,Gasoline,Grey,9,33158.0,11.578788109069931,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,96647.3870967742,65176.15789473684,259363.79265493498,0.26374009519045427,1.7120471937952002,-0.2939301236910713,-1.1557246904277823,-0.2637400951904555,0.1294016083443794
ford,pickup,2012,311410.0,184956,SUV,6,Automatic Transmission,Gasoline,Grey,13,14227.384615384615,12.648868862099828,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,110800.93900184843,171767.53333333333,259363.79265493498,-0.4270406674875326,0.356058272129784,0.14051376690478232,-0.11307532380972793,0.4270406674875314,-0.32958389433892593
ford,f-series-pickup,2014,49994.0,33967,Pick Up Truck,8,Automatic Transmission,Gasoline,Blue,11,3087.909090909091,10.819678279409949,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110800.93900184843,209778.07272727272,304107.44606413995,-0.08165028614853918,-1.4483537217127724,-0.4145640379368166,0.9295740428083263,0.08165028614853796,-0.5996679708124732
nissan,sentra,2014,35639.0,272073,Sedan,4,Automatic Transmission,Gasoline,White,11,24733.909090909092,10.481223881584746,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,95783.9718918919,35479.32352941176,190510.7618479881,-0.08165028614853918,1.397160336966176,-0.4450447349427426,-1.1557246904277823,0.08165028614853796,-0.07484614176844716
jaguar,f-type,2010,167150.0,32816,Coupe,6,Automatic Transmission,Gasoline,Red,15,2187.733333333333,12.026652874480662,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96647.3870967742,174191.9411764706,276426.75433070865,-0.7724310488265261,-1.462108884041901,-0.16580078203808676,-0.11307532380972793,0.7724310488265249,-0.6214933375108009
bmw,x6,2007,42631.0,72393,SUV,6,Automatic Transmission,Gasoline,Black,18,4021.8333333333335,10.660360423976618,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,163608.4369627507,195994.26470588235,295369.32502351835,-1.2905166208350163,-0.9891392406883662,-0.4301982679650042,-0.11307532380972793,1.290516620835015,-0.5770243493998499
lexus,rx-series,2014,22147.0,192353,SUV,6,Automatic Transmission,Gasoline,Blue,11,17486.636363636364,10.005502477942859,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,174917.89380530972,116089.28947368421,304107.44606413995,-0.08165028614853918,0.4444569999738878,-0.47369298043239455,-0.11307532380972793,0.08165028614853796,-0.2505611435382042
land-rover,range-rover,2009,254716.0,260018,SUV,6,Automatic Transmission,Gasoline,Burgundy,16,16251.125,12.447908403930608,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,249111.48884758365,287027.0,116749.41025641025,-0.9451262394960228,1.2530956263861204,0.02013253137333202,-0.11307532380972793,0.9451262394960216,-0.28051694755133894
honda,civic,2019,42040.0,92352,Coupe,4,Manual Transmission,Gasoline,Red,6,15392.0,10.646400611577633,1,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56072.90909090909,47525.25,276426.75433070865,0.7818256671989444,-0.7506168384928184,-0.4314531681343182,-1.1557246904277823,-0.7818256671989456,-0.30134701102160827
nissan,patrol,2005,291989.0,132804,SUV,6,Automatic Transmission,Gasoline,Silver,20,6640.2,12.584474834088649,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,95783.9718918919,162685.6968911917,148198.60392609698,-1.6359070021740096,-0.2671904036206151,0.09927617606172491,-0.11307532380972793,1.6359070021740085,-0.5135402884598189
land-rover,range-rover,2008,473573.0,210209,SUV,6,Automatic Transmission,Gasoline,Blue,17,12365.235294117647,13.068063462396298,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,249111.48884758365,287027.0,304107.44606413995,-1.1178214301655196,0.657847250667996,0.4848426605705419,-0.11307532380972793,1.1178214301655183,-0.3747329571098962
mercedes-benz,g-class,2023,845112.0,172422,SUV,8,Automatic Transmission,Gasoline,White,2,86211.0,13.647225625209195,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,372082.4993270525,900353.9221789883,190510.7618479881,1.4726064298769315,0.2062692151069373,1.2737501969609801,0.9295740428083263,-1.4726064298769326,1.4157072766559713
mercedes-benz,g-class,2013,243760.0,12254,SUV,8,Automatic Transmission,Gasoline,White,12,1021.1666666666666,12.403943516046976,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,372082.4993270525,900353.9221789883,190510.7618479881,-0.25434547681803593,-1.7078375094211713,-0.0031308971461333434,0.9295740428083263,0.2543454768180347,-0.6497775309738792
chevrolet,malibu,2018,23616.0,202665,Sedan,4,Automatic Transmission,Gasoline,Other Color,7,28952.14285714286,10.069722070677152,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,91526.95709570957,25748.5,272002.41025641025,0.6091304765294477,0.5676917818487558,-0.4705737784887021,-1.1557246904277823,-0.609130476529449,0.02742777306709181
kia,sportage,2008,49834.0,162055,SUV,4,Automatic Transmission,Gasoline,Black,17,9532.64705882353,10.816472827401556,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,44691.06956521739,43209.75,295369.32502351835,-1.1178214301655196,0.08237714919375301,-0.4149037740232637,-1.1557246904277823,1.1178214301655183,-0.4434109640661767
bmw,4-series,2018,168666.0,75138,Sedan,4,Automatic Transmission,Gasoline,White,7,10734.0,12.035681635884124,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,163608.4369627507,148977.0892857143,190510.7618479881,0.6091304765294477,-0.9563347918669434,-0.16258178261900044,-1.1557246904277823,-0.609130476529449,-0.4142833539804493
lamborghini,other,2023,1237479.0,197195,Hard Top Convertible,10,Automatic Transmission,Gasoline,Black,2,98597.5,14.02858761167822,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1608101.1875,521035.0202020202,295369.32502351835,1.4726064298769315,0.5023218965834797,2.10688287840467,1.9722234094263806,-1.4726064298769326,1.7160263002840703
bmw,8-series,2022,396256.0,270782,Coupe,8,Automatic Transmission,Gasoline,Blue,3,90260.66666666667,12.889818269632734,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,163608.4369627507,401204.06666666665,304107.44606413995,1.2999112392074346,1.3817320879940607,0.3206715668466003,0.9295740428083263,-1.299911239207436,1.5138941687847076
nissan,altima,2018,29948.0,166361,Sedan,4,Automatic Transmission,Gasoline,White,7,23765.85714285714,10.307251214004534,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,95783.9718918919,46364.504504504504,190510.7618479881,0.6091304765294477,0.13383651408448047,-0.457128722867558,-1.1557246904277823,-0.609130476529449,-0.09831721235822158
chevrolet,silverado,2022,256438.0,287918,Pick Up Truck,8,Automatic Transmission,Gasoline,Black,3,95972.66666666667,12.454646098545938,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91526.95709570957,105152.6,295369.32502351835,1.2999112392074346,1.5865178930956643,0.023788941003718964,0.9295740428083263,-1.299911239207436,1.6523854506612425
porsche,carrera,2019,336023.0,71475,Coupe,6,Automatic Transmission,Gasoline,Black,6,11912.5,12.72493786496587,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,336755.0177777778,594474.9243697479,295369.32502351835,0.7818256671989444,-1.0001099088188092,0.19277579375304818,-0.11307532380972793,-0.7818256671989456,-0.385709828824375
nissan,altima,2014,75388.0,32263,Sedan,4,Automatic Transmission,Gasoline,Grey,11,2933.0,11.230416654759107,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,95783.9718918919,46364.504504504504,259363.79265493498,-0.08165028614853918,-1.4687175762816995,-0.3606436743165808,-1.1557246904277823,0.08165028614853796,-0.603423845913021
toyota,land-cruiser,2023,124006.0,283931,SUV,8,Automatic Transmission,Gasoline,Gold,2,141965.5,11.728093294606746,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,111815.73908174693,215644.51442307694,185866.51260504202,1.4726064298769315,1.5388707756271716,-0.257410617748548,0.9295740428083263,-1.4726064298769326,2.7675126294895276
chevrolet,captiva,2012,54195.0,106632,SUV,4,Automatic Transmission,Gasoline,Grey,13,8202.461538461539,10.900362383966321,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,91526.95709570957,48451.31578947369,259363.79265493498,-0.4270406674875326,-0.5799620009081485,-0.40564384231703987,-1.1557246904277823,0.4270406674875314,-0.47566220668671905
mitsubishi,l200,2015,52185.0,187743,Pick Up Truck,4,Manual Transmission,Gasoline,White,10,18774.3,10.862569538665166,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48964.87372013652,51325.17391304348,190510.7618479881,0.09104490452095754,0.389364646944103,-0.4099117769030316,-1.1557246904277823,-0.09104490452095877,-0.21934087259531196
porsche,carrera,2019,818769.0,243957,Coupe,6,Automatic Transmission,Gasoline,White,6,40659.5,13.615558493114168,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,336755.0177777778,594474.9243697479,190510.7618479881,0.7818256671989444,1.0611567365788808,1.217814773678005,-0.11307532380972793,-0.7818256671989456,0.31128052133402007
kia,sportage,2021,69966.0,177695,SUV,4,Automatic Transmission,Gasoline,White,4,44423.75,11.155778981302682,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,44691.06956521739,43209.75,190510.7618479881,1.1272160485379379,0.26928482845315327,-0.37215648094605697,-1.1557246904277823,-1.1272160485379392,0.40254729440890574
mini,countryman,2018,140123.0,64094,Sedan,4,Automatic Transmission,Gasoline,White,7,9156.285714285714,11.850283023863716,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,75449.91666666667,85171.78571428571,190510.7618479881,0.6091304765294477,-1.0883174267608575,-0.22318857709062329,-1.1557246904277823,-0.609130476529449,-0.4525360980041701
nissan,patrol,2018,126937.0,153002,SUV,8,Automatic Transmission,Gasoline,White,7,21857.428571428572,11.751454057261315,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,95783.9718918919,162685.6968911917,190510.7618479881,0.6091304765294477,-0.025811803513110836,-0.25118707731494516,0.9295740428083263,-0.609130476529449,-0.14458834667666468
bmw,5-series,2006,22374.0,153674,Sedan,6,Automatic Transmission,Gasoline,Black,19,8088.105263157895,10.015699543143056,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,163608.4369627507,101848.65384615384,295369.32502351835,-1.463211811504513,-0.017780987626773433,-0.47321097985974775,-0.11307532380972793,1.4632118115045119,-0.4784348514971931
land-rover,range-rover-sport,2021,54751.0,83891,SUV,8,Automatic Transmission,Gasoline,White,4,20972.75,10.91056917669192,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,249111.48884758365,227546.5101010101,190510.7618479881,1.1272160485379379,-0.8517310248236231,-0.4044632594166362,0.9295740428083263,-1.1272160485379392,-0.16603797367348624
lexus,gs-series,2012,52687.0,99382,Sedan,6,Automatic Transmission,Gasoline,Black,13,7644.7692307692305,10.872143004616145,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,174917.89380530972,67373.0,295369.32502351835,-0.4270406674875326,-0.666603987777116,-0.4088458549318038,-0.11307532380972793,0.4270406674875314,-0.48918383178913344
mercedes-benz,s-class,2024,142442.0,152295,Sedan,8,Automatic Transmission,Gasoline,White,1,152295.0,11.866697198669502,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,372082.4993270525,361820.0520833333,190510.7618479881,1.6453016205464281,-0.034260891060194976,-0.2182645271876806,0.9295740428083263,-1.6453016205464293,3.0179583045847074
mercedes-benz,cla,2022,67509.0,298193,Sedan,4,Automatic Transmission,Gasoline,Black,3,99397.66666666667,11.120031014035916,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,372082.4993270525,136498.57142857142,295369.32502351835,1.2999112392074346,1.7093105020720287,-0.3773735532235603,-1.1557246904277823,-1.299911239207436,1.7354268793074492
mitsubishi,mirage,2015,18623.0,47053,Hatchback,3,Automatic Transmission,Gasoline,Silver,10,4705.3,9.832206350531164,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48964.87372013652,18623.0,148198.60392609698,0.09104490452095754,-1.2919679230690058,-0.481175667736392,-1.6770493737368093,-0.09104490452095877,-0.5604532403685912
chevrolet,camaro,2024,75949.0,131341,Coupe,6,Automatic Transmission,Gasoline,Grey,1,131341.0,11.237830508023919,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91526.95709570957,93023.22916666667,259363.79265493498,1.6453016205464281,-0.2846741590398288,-0.35945247466347563,-0.11307532380972793,-1.6453016205464293,2.5099144809781047
toyota,corolla-cross,2012,112509.0,210136,SUV,4,Automatic Transmission,Gasoline,Grey,13,16164.307692307691,11.630797385565117,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,111815.73908174693,60352.75,259363.79265493498,-0.4270406674875326,0.656974855489867,-0.28182277891031265,-1.1557246904277823,0.4270406674875314,-0.28262189156943723
mercedes-benz,glc,2008,172980.0,251166,SUV,4,Automatic Transmission,Gasoline,White,17,14774.470588235294,12.060937040858938,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,372082.4993270525,210893.88,190510.7618479881,-1.1178214301655196,1.1473087480738307,-0.15342164838817043,-1.1557246904277823,1.1178214301655183,-0.31631942695854043
